epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,4795.77,0.60105,0.74801,1.13206,0.68613,0.66763,0.71983,0.55646,0.80688,0.99198,1.18118,0.0008054,0.0008054,0.0008054
183,4822.16,0.59618,0.73087,1.11598,0.67162,0.67016,0.71954,0.55765,0.79372,1.0012,1.1854,0.0007988,0.0007988,0.0007988
184,4848.57,0.61147,0.74581,1.14264,0.71597,0.62129,0.71626,0.55931,0.78691,0.99325,1.16215,0.0007922,0.0007922,0.0007922
185,4874.99,0.58913,0.73006,1.12951,0.67272,0.66318,0.706,0.54078,0.79728,1.01727,1.17564,0.0007856,0.0007856,0.0007856
186,4901.37,0.60925,0.73192,1.12342,0.70638,0.64398,0.69752,0.53575,0.8069,1.04829,1.1841,0.000779,0.000779,0.000779
187,4927.81,0.58507,0.72055,1.12055,0.67099,0.66143,0.7158,0.54412,0.79982,1.00543,1.17804,0.0007724,0.0007724,0.0007724
188,4954.26,0.55876,0.6963,1.10551,0.73779,0.6089,0.72452,0.55493,0.7898,0.98099,1.1626,0.0007658,0.0007658,0.0007658
189,4980.61,0.57948,0.71561,1.12301,0.75027,0.6449,0.72769,0.55685,0.79363,0.99158,1.17308,0.0007592,0.0007592,0.0007592
190,5007,0.57449,0.70532,1.09896,0.68261,0.6562,0.71343,0.54331,0.80734,1.00666,1.20998,0.0007526,0.0007526,0.0007526
191,5033.42,0.58968,0.71624,1.12163,0.66333,0.66318,0.70775,0.54757,0.7784,1.00579,1.17666,0.000746,0.000746,0.000746
192,5059.81,0.57463,0.70398,1.11811,0.72684,0.60035,0.71122,0.54897,0.77905,1.0097,1.17283,0.0007394,0.0007394,0.0007394
193,5086.21,0.58049,0.71263,1.12549,0.64456,0.66461,0.69859,0.53709,0.79429,1.01411,1.18389,0.0007328,0.0007328,0.0007328
194,5112.6,0.59067,0.73279,1.12703,0.64434,0.66318,0.70373,0.54751,0.79257,0.97665,1.18222,0.0007262,0.0007262,0.0007262
195,5139.03,0.57779,0.70534,1.11025,0.68717,0.63176,0.69797,0.5361,0.81255,1.01408,1.19133,0.0007196,0.0007196,0.0007196
196,5165.54,0.57057,0.69657,1.09976,0.6952,0.6562,0.71547,0.54525,0.81007,1.01259,1.20067,0.000713,0.000713,0.000713
197,5192.04,0.57575,0.7068,1.1065,0.66845,0.71075,0.72952,0.55602,0.80654,0.96669,1.17706,0.0007064,0.0007064,0.0007064
198,5218.51,0.56013,0.69327,1.1044,0.63978,0.69983,0.72221,0.56467,0.78208,0.9659,1.16817,0.0006998,0.0006998,0.0006998
199,5244.98,0.59083,0.7265,1.1149,0.70151,0.65096,0.72541,0.55837,0.80184,0.98103,1.1785,0.0006932,0.0006932,0.0006932
200,5271.46,0.56294,0.68872,1.11116,0.7218,0.64921,0.72449,0.55304,0.8246,0.99466,1.20413,0.0006866,0.0006866,0.0006866
201,5297.94,0.5713,0.70705,1.13024,0.67751,0.67016,0.71481,0.55295,0.80781,1.00558,1.17876,0.00068,0.00068,0.00068
202,5324.41,0.58087,0.72334,1.128,0.67147,0.67888,0.72043,0.55534,0.80293,0.96377,1.18119,0.0006734,0.0006734,0.0006734
203,5350.88,0.58739,0.70561,1.12379,0.68134,0.68586,0.73218,0.57374,0.77095,0.95765,1.1558,0.0006668,0.0006668,0.0006668
204,5377.4,0.57539,0.6841,1.12111,0.71645,0.64398,0.71729,0.56265,0.76228,0.98296,1.14551,0.0006602,0.0006602,0.0006602
205,5403.69,0.57352,0.69728,1.11158,0.74667,0.63351,0.72644,0.56594,0.77829,0.97954,1.1636,0.0006536,0.0006536,0.0006536
206,5430.04,0.5757,0.70103,1.12543,0.65366,0.69808,0.72545,0.56385,0.77364,0.96126,1.15607,0.000647,0.000647,0.000647
207,5456.45,0.57542,0.71169,1.11189,0.68883,0.65271,0.72517,0.56405,0.7648,0.98655,1.16831,0.0006404,0.0006404,0.0006404
208,5482.88,0.57929,0.70382,1.10943,0.68979,0.67539,0.72798,0.56977,0.75638,0.94961,1.1502,0.0006338,0.0006338,0.0006338
209,5509.25,0.56385,0.68693,1.11258,0.70758,0.64223,0.71646,0.55683,0.7686,1.00182,1.15909,0.0006272,0.0006272,0.0006272
210,5535.63,0.5628,0.6831,1.10816,0.67928,0.6719,0.71359,0.55943,0.76847,1.00838,1.15937,0.0006206,0.0006206,0.0006206
211,5562.01,0.57447,0.69115,1.11264,0.70956,0.68237,0.72262,0.55515,0.78634,1.00786,1.16726,0.000614,0.000614,0.000614
212,5588.34,0.55264,0.68317,1.10057,0.68064,0.68935,0.72607,0.55601,0.79841,1.00878,1.17727,0.0006074,0.0006074,0.0006074
213,5614.68,0.57412,0.68382,1.10901,0.69995,0.61474,0.7071,0.54178,0.79192,1.06028,1.17988,0.0006008,0.0006008,0.0006008
214,5641.01,0.5631,0.6804,1.10962,0.70913,0.63525,0.7144,0.55481,0.77626,1.03321,1.15462,0.0005942,0.0005942,0.0005942
215,5667.46,0.55876,0.67034,1.09429,0.68238,0.66492,0.71873,0.55846,0.77,1.00335,1.172,0.0005876,0.0005876,0.0005876
216,5693.94,0.56712,0.67699,1.10994,0.68907,0.64976,0.70929,0.55424,0.78283,1.00606,1.17593,0.000581,0.000581,0.000581
217,5720.47,0.57568,0.69364,1.10174,0.6854,0.66156,0.71055,0.54896,0.77582,1.02441,1.16438,0.0005744,0.0005744,0.0005744
218,5746.96,0.58082,0.69582,1.11236,0.71978,0.63208,0.7181,0.55888,0.78611,1.02321,1.16488,0.0005678,0.0005678,0.0005678
219,5773.34,0.56472,0.66676,1.09197,0.74374,0.63002,0.71983,0.56491,0.77421,0.98446,1.15629,0.0005612,0.0005612,0.0005612
220,5799.77,0.54322,0.65719,1.08601,0.73142,0.66318,0.7201,0.56221,0.77907,1.00815,1.17067,0.0005546,0.0005546,0.0005546
221,5826.19,0.55429,0.66596,1.08942,0.66493,0.68586,0.71293,0.55517,0.77126,1.03084,1.16343,0.000548,0.000548,0.000548
222,5852.63,0.55392,0.67579,1.09903,0.68222,0.65271,0.70947,0.55545,0.76661,0.99569,1.16169,0.0005414,0.0005414,0.0005414
223,5879.06,0.54591,0.65515,1.09053,0.67252,0.67019,0.7086,0.55099,0.78954,1.04673,1.18675,0.0005348,0.0005348,0.0005348
224,5905.42,0.54341,0.65931,1.09879,0.76518,0.60558,0.72078,0.56164,0.77266,1.01105,1.16868,0.0005282,0.0005282,0.0005282
225,5931.78,0.53729,0.64464,1.09086,0.71794,0.65299,0.71489,0.56156,0.7622,1.02375,1.14815,0.0005216,0.0005216,0.0005216
226,5958.16,0.53363,0.64575,1.07678,0.69147,0.69459,0.7234,0.5642,0.76286,1.01942,1.14741,0.000515,0.000515,0.000515
227,5984.5,0.54215,0.65451,1.0893,0.69808,0.65369,0.7159,0.55454,0.79379,1.02661,1.18302,0.0005084,0.0005084,0.0005084
228,6010.92,0.54239,0.64732,1.09496,0.72551,0.62735,0.71635,0.56026,0.78204,1.01451,1.17599,0.0005018,0.0005018,0.0005018
229,6037.42,0.56222,0.66511,1.09774,0.74639,0.6178,0.71582,0.55792,0.78022,1.01939,1.17432,0.0004952,0.0004952,0.0004952
230,6063.85,0.54505,0.66149,1.0845,0.7023,0.67016,0.7184,0.56292,0.77951,1.0061,1.17233,0.0004886,0.0004886,0.0004886
231,6090.28,0.54383,0.63988,1.10046,0.68951,0.66841,0.71425,0.55612,0.77697,1.01629,1.17196,0.000482,0.000482,0.000482
232,6116.68,0.5403,0.64452,1.09246,0.70066,0.67365,0.71669,0.55436,0.7815,1.00921,1.17801,0.0004754,0.0004754,0.0004754
233,6143.1,0.54028,0.65601,1.09053,0.75087,0.63119,0.72493,0.56644,0.77544,1.00036,1.17359,0.0004688,0.0004688,0.0004688
234,6169.52,0.53954,0.63127,1.07658,0.74958,0.62304,0.7149,0.56102,0.78668,1.02165,1.17316,0.0004622,0.0004622,0.0004622
235,6195.9,0.54998,0.64927,1.0902,0.70827,0.64404,0.71005,0.55192,0.78217,1.02399,1.1737,0.0004556,0.0004556,0.0004556
236,6222.24,0.55293,0.65407,1.09116,0.70704,0.64921,0.70768,0.55684,0.75748,1.00028,1.1555,0.000449,0.000449,0.000449
237,6248.65,0.55804,0.65939,1.09587,0.72901,0.6291,0.71099,0.55301,0.78391,1.00945,1.18508,0.0004424,0.0004424,0.0004424
238,6275.01,0.5332,0.61783,1.08553,0.69068,0.66841,0.71696,0.56756,0.73446,0.99205,1.14301,0.0004358,0.0004358,0.0004358
239,6301.38,0.54862,0.63529,1.08809,0.72011,0.64747,0.71369,0.55747,0.75778,0.99426,1.1549,0.0004292,0.0004292,0.0004292
240,6327.78,0.53159,0.63049,1.08413,0.68713,0.64747,0.71049,0.56021,0.76396,1.01037,1.16313,0.0004226,0.0004226,0.0004226
241,6354.23,0.53593,0.633,1.08368,0.70758,0.64189,0.70572,0.55856,0.77006,1.01368,1.17315,0.000416,0.000416,0.000416
242,6380.71,0.5264,0.63642,1.08679,0.72911,0.61606,0.71849,0.56749,0.75685,0.9843,1.15904,0.0004094,0.0004094,0.0004094
243,6407.19,0.53296,0.62822,1.07388,0.70876,0.63283,0.71541,0.5629,0.75551,0.99568,1.15991,0.0004028,0.0004028,0.0004028
244,6433.63,0.54487,0.64901,1.08571,0.69331,0.62729,0.70543,0.55153,0.77075,1.00191,1.16826,0.0003962,0.0003962,0.0003962
245,6460.05,0.53957,0.64195,1.0884,0.7377,0.59391,0.69477,0.53631,0.79285,1.04639,1.20329,0.0003896,0.0003896,0.0003896
246,6486.55,0.52549,0.61295,1.08437,0.70144,0.62478,0.70238,0.54452,0.78671,1.01593,1.19399,0.000383,0.000383,0.000383
247,6512.85,0.53223,0.62338,1.08591,0.75265,0.58413,0.69983,0.54317,0.7877,1.04534,1.1956,0.0003764,0.0003764,0.0003764
248,6539.23,0.53464,0.64665,1.09395,0.70601,0.60771,0.69113,0.53761,0.78203,1.04248,1.18562,0.0003698,0.0003698,0.0003698
249,6565.56,0.5173,0.62666,1.07156,0.69774,0.6562,0.71228,0.56125,0.76718,1.02352,1.17857,0.0003632,0.0003632,0.0003632
250,6591.93,0.52516,0.62823,1.0755,0.70238,0.65445,0.70534,0.54732,0.77478,1.02447,1.17993,0.0003566,0.0003566,0.0003566
251,6618.36,0.53407,0.62413,1.06842,0.72848,0.62274,0.708,0.55539,0.75871,1.02395,1.17001,0.00035,0.00035,0.00035
252,6644.76,0.51485,0.61052,1.07887,0.68948,0.66492,0.71949,0.56458,0.75666,0.98826,1.16661,0.0003434,0.0003434,0.0003434
253,6671.19,0.54018,0.63203,1.08625,0.73287,0.60733,0.71242,0.55719,0.7546,1.00483,1.16349,0.0003368,0.0003368,0.0003368
254,6697.57,0.5149,0.603,1.07522,0.77222,0.57068,0.70227,0.55036,0.76198,1.03202,1.15814,0.0003302,0.0003302,0.0003302
255,6724.03,0.53122,0.63248,1.07852,0.72774,0.6111,0.70223,0.55318,0.74841,1.03136,1.1511,0.0003236,0.0003236,0.0003236
256,6750.41,0.51871,0.6104,1.07438,0.74669,0.60558,0.69682,0.54725,0.76146,1.05454,1.17153,0.000317,0.000317,0.000317
257,6776.78,0.52735,0.63518,1.08933,0.73716,0.59715,0.6995,0.54967,0.76832,1.0406,1.16328,0.0003104,0.0003104,0.0003104
258,6803.23,0.50037,0.59502,1.05883,0.74209,0.60558,0.71284,0.56334,0.75776,1.01667,1.1547,0.0003038,0.0003038,0.0003038
259,6829.59,0.50864,0.602,1.07446,0.70969,0.62713,0.71364,0.56301,0.748,1.00655,1.15676,0.0002972,0.0002972,0.0002972
260,6855.89,0.53166,0.60684,1.07715,0.6846,0.63262,0.70369,0.55332,0.7565,1.03324,1.15614,0.0002906,0.0002906,0.0002906
261,6882.3,0.53026,0.63251,1.0732,0.72956,0.62478,0.70671,0.5567,0.75618,1.02286,1.1612,0.000284,0.000284,0.000284
262,6908.67,0.50434,0.60117,1.06687,0.72822,0.62304,0.71315,0.55982,0.75296,0.98824,1.15972,0.0002774,0.0002774,0.0002774
263,6935.06,0.51432,0.60899,1.06632,0.69166,0.66161,0.70934,0.56116,0.76183,1.0102,1.16007,0.0002708,0.0002708,0.0002708
264,6961.32,0.52986,0.61255,1.07595,0.72909,0.61606,0.70435,0.55596,0.75555,1.01076,1.15112,0.0002642,0.0002642,0.0002642
265,6987.61,0.52304,0.60675,1.07302,0.68727,0.65794,0.70673,0.55584,0.75724,1.00371,1.15996,0.0002576,0.0002576,0.0002576
266,7014.03,0.51135,0.6046,1.0725,0.75234,0.61431,0.71374,0.56245,0.76427,1.00112,1.16466,0.000251,0.000251,0.000251
267,7040.47,0.52015,0.6067,1.06688,0.68741,0.6562,0.71324,0.5607,0.76594,1.00577,1.16579,0.0002444,0.0002444,0.0002444
268,7066.83,0.52048,0.60137,1.06542,0.67897,0.66069,0.7142,0.56528,0.76889,0.99649,1.16657,0.0002378,0.0002378,0.0002378
269,7093.19,0.51961,0.6101,1.08317,0.63922,0.68025,0.71014,0.56338,0.76399,1.00708,1.16372,0.0002312,0.0002312,0.0002312
270,7119.53,0.51103,0.59506,1.06669,0.69228,0.637,0.70776,0.55702,0.76124,1.00875,1.16297,0.0002246,0.0002246,0.0002246
271,7145.93,0.50607,0.5844,1.06349,0.70612,0.63737,0.70286,0.55433,0.76357,1.02171,1.16633,0.000218,0.000218,0.000218
272,7172.3,0.51941,0.60402,1.08162,0.72312,0.62442,0.71357,0.56085,0.75568,1.01165,1.15955,0.0002114,0.0002114,0.0002114
273,7198.68,0.51171,0.5983,1.07311,0.68339,0.65921,0.71289,0.56131,0.76459,1.01331,1.17457,0.0002048,0.0002048,0.0002048
274,7225.15,0.51644,0.60373,1.07689,0.64671,0.68761,0.71791,0.56208,0.74922,0.99821,1.15711,0.0001982,0.0001982,0.0001982
275,7251.64,0.51189,0.58663,1.06114,0.68871,0.6562,0.71342,0.56135,0.75007,1.0093,1.1538,0.0001916,0.0001916,0.0001916
276,7278.1,0.49575,0.58135,1.06294,0.69511,0.65794,0.7165,0.56674,0.75331,1.00023,1.16041,0.000185,0.000185,0.000185
277,7304.56,0.49885,0.57203,1.05368,0.70803,0.637,0.71428,0.56723,0.74413,1.01322,1.15312,0.0001784,0.0001784,0.0001784
278,7331.09,0.49703,0.57084,1.05972,0.6905,0.64223,0.70773,0.56209,0.74236,1.0188,1.14989,0.0001718,0.0001718,0.0001718
279,7357.56,0.47703,0.5616,1.05898,0.66642,0.6719,0.70609,0.55664,0.74608,1.02349,1.15495,0.0001652,0.0001652,0.0001652
280,7383.99,0.51261,0.59765,1.06345,0.73971,0.60908,0.70655,0.55837,0.75517,1.02187,1.17375,0.0001586,0.0001586,0.0001586
281,7410.4,0.50125,0.58058,1.05671,0.69161,0.64971,0.71014,0.55795,0.76128,1.0187,1.17461,0.000152,0.000152,0.000152
282,7436.81,0.49047,0.58945,1.06158,0.69258,0.65268,0.71158,0.55515,0.76462,1.02893,1.17391,0.0001454,0.0001454,0.0001454
283,7463.25,0.49717,0.58109,1.06057,0.74752,0.6097,0.71099,0.5526,0.7699,1.01928,1.18254,0.0001388,0.0001388,0.0001388
284,7489.72,0.50356,0.58919,1.06633,0.72633,0.62068,0.70191,0.55105,0.77276,1.03707,1.18753,0.0001322,0.0001322,0.0001322
285,7516.26,0.51197,0.59527,1.07477,0.73038,0.61932,0.70478,0.55194,0.77158,1.03758,1.18255,0.0001256,0.0001256,0.0001256
286,7542.77,0.51271,0.58471,1.0713,0.72603,0.6178,0.70808,0.55447,0.77105,1.03003,1.18214,0.000119,0.000119,0.000119
287,7569.06,0.50761,0.60118,1.06928,0.6933,0.64049,0.70755,0.55513,0.76631,1.01897,1.18246,0.0001124,0.0001124,0.0001124
288,7595.44,0.50902,0.58368,1.06919,0.74619,0.60031,0.70784,0.55646,0.76077,1.01135,1.17778,0.0001058,0.0001058,0.0001058
289,7621.65,0.45937,0.55879,1.03545,0.72632,0.62063,0.70649,0.55766,0.76194,1.02144,1.17708,9.92e-05,9.92e-05,9.92e-05
290,7647.87,0.49978,0.5868,1.07101,0.74384,0.60813,0.71008,0.55629,0.76226,1.01774,1.175,9.26e-05,9.26e-05,9.26e-05
291,7675,0.47558,0.55393,1.04358,0.79112,0.5829,0.7039,0.55199,0.77929,0.99219,1.19523,8.6e-05,8.6e-05,8.6e-05
292,7701.48,0.47918,0.54216,1.04781,0.71798,0.62827,0.70325,0.55542,0.76608,0.98966,1.18218,7.94e-05,7.94e-05,7.94e-05
293,7727.9,0.46545,0.5328,1.03929,0.73395,0.62129,0.70648,0.55853,0.7561,0.98951,1.1693,7.28e-05,7.28e-05,7.28e-05
294,7754.34,0.45807,0.52277,1.03599,0.72348,0.61431,0.70445,0.55925,0.75058,0.99901,1.1686,6.62e-05,6.62e-05,6.62e-05
295,7780.78,0.45877,0.52662,1.0356,0.74171,0.60908,0.70448,0.55773,0.75446,1.00429,1.17086,5.96e-05,5.96e-05,5.96e-05
296,7807.2,0.46517,0.51752,1.03166,0.73784,0.6178,0.70524,0.55803,0.75294,0.99154,1.16756,5.3e-05,5.3e-05,5.3e-05
297,7833.52,0.46278,0.519,1.03326,0.74836,0.61242,0.70662,0.55898,0.7556,0.99271,1.17098,4.64e-05,4.64e-05,4.64e-05
298,7859.93,0.44878,0.50023,1.01959,0.73477,0.61955,0.70714,0.56045,0.74872,0.99509,1.16352,3.98e-05,3.98e-05,3.98e-05
299,7886.4,0.45213,0.51067,1.02469,0.74091,0.60908,0.70564,0.55975,0.75259,1.003,1.17143,3.32e-05,3.32e-05,3.32e-05
300,7912.84,0.4466,0.49878,1.00841,0.74799,0.60558,0.70828,0.56123,0.7496,0.99626,1.16771,2.66e-05,2.66e-05,2.66e-05
